tweet,sentiment,sentiment_score,theme,theme_score,urgence,urgence_score,confiance,tweet_id,reponse_free
"impossible de restituer mes équipements et pour joindre quelqu’un on me facture 0,34e la minute UNE HONTE",negatif,0.95,Facturation et Paiement,0.95,2,0.95,0.9491,1907108829961326970,Nous sommes désolés pour votre incompréhension sur votre facture. Nous vous invitons à contacter notre service clientèle pour discuter de vos préoccupations. Veuillez nous fournir les détails nécessaires pour que nous puissions vous aider le plus rapidement possible. Merci d'avance.
"j’ai résilier mon contrat, je veux rendre mes équipements mais le bordereau que vous m’envoyez ne fonctionne pas On fait comment vous me faites payer pour avoir quelqu’un en plus",negatif,0.95,Facturation et Paiement,0.95,1,0.8,0.8991,1907109583669309496,"Nous sommes désolés pour votre inconvénient. Si vous avez des questions ou des contestations sur votre facture, n'hésitez pas à nous contacter par téléphone ou courrier. Veuillez préciser l'objet de votre contestation, ainsi que les dates et montants concernés. Nous vous répondrons dans les plus brefs délais. Merci de votre compréhension."
"🔴ALERTE INFO À loccasion de la venue du roi du Danemark, Xavier Niel et sa compagne Delphine Arnault étaient conviés",neutre,0.5,Information,0.9,1,0.7,0.6993,1907150150994161767,"Nous sommes ravis de vous entendre ! Si vous avez des questions ou des informations à partager, n'hésitez pas à nous contacter par téléphone au 3244 ou par courrier. Nous serons heureux de vous aider ! 💬💡"
"Je nai jamais été aussi déçu que récemment Cest tout de même une folie quen 2025, le réseau ne fasse quempirer en terme de stabilité Je remercie Free et ses tarifs honorables, vraiment, mais je narrive plus à prendre de plaisir sur le moindre jeu compétitif en ligne",negatif,0.95,Pannes et Coupures,0.95,2,0.9,0.9324,1907165090110906713,Nous sommes désolés pour votre inconvénient. Nous vous invitons à nous contacter par le numéro 3244 pour obtenir de l'aide sur votre problème de pannes et coupures. Nous serons heureux de vous aider.
Ça yest je vais changer d’opérateur vous m’avez fané 2h de panne mobilebox je suis en télétravail Frère ça y est,negatif,0.95,Pannes et Coupures,0.95,2,0.9,0.9324,1907218558024593550,Nous sommes désolés pour votre inconvénient. Nous vous invitons à nous contacter par le numéro 3244 pour obtenir de l'aide sur votre Freebox/Mobile. Nous serons heureux de vous aider.
"Bonjour, panne de fibre en cours sur Manduel 30129 Je suis bloqué à létape 3",negatif,0.95,Pannes et Coupures,1.0,2,0.95,0.9657,1907316955637235935,Nous sommes désolés pour le mal-en-route que vous rencontrez. Nous vous invitons à contacter notre service clientèle via le numéro 3244 pour une prise en charge prioritaire. Nous serons heureux de vous aider.
"Ouais enfin pendant ce temps jattends toujours davoir mon activation de freebox avec un technicien , 1 mois dattente sans internet, nouveau client 🥸",negatif,0.95,Livraison,0.95,2,0.9,0.9324,1907407472064663724,"Nous sommes désolés pour votre inconvenient avec la livraison. Nous vous remercions de nous en avoir informé et nous sommes prêts à vous aider. Pour plus d'informations, veuillez nous contacter via le numéro 3244. Nous sommes là pour vous."
"bonjour FREE Je suis en litige avec vous depuis décembre Malgré nos appels, nos courriers recommandés sans réponse et le fait que votre service atteste bien de la réception du matériel à rendre, on reçoit QUAND MÊME un courrier de recouvrement On doit faire quoi",negatif,0.95,Pannes et Coupures,0.95,2,0.9,0.9324,1907713808551776378,"Nous sommes désolés pour votre inconvénient. Nous vous recommandons de contacter notre service client pour enquêter sur votre problème. Nous sommes là pour vous aider ! Veuillez nous contacter par DM pour nous fournir plus de détails. (Thème : Pannes et Coupures, Urgence : 2, FAQ : service_client)"
"jai résilié mon abonnement en septembre, jai rendu mes équipements et vous essayez encore de me prélever depuis 7 mois à une adresse où je nhabite même plus depuis août Je vous ai appelé 5 fois et aucune avancée sur mon dossier On doit régler ça au tribunal",negatif,0.95,Facturation et Paiement,0.95,2,0.95,0.9491,1907787188919517344,"Nous sommes désolés de l'inconvénient que vous rencontrez avec votre facture. Nous sommes prêts à vous aider. Veuillez nous contacter par DM pour discuter de l'objet de votre contestation, dates et montants. Nous vous répondrons d'urgence."
free qui me lache pas la grappe alors que jai résilié ya 2mois et mtn japprend que ils vont me débité 190€ et jarrive à avoir absolument personne par assistance répondez moi par pitié,negatif,0.95,Facturation et Paiement,0.95,2,0.95,0.9491,1907820880090001659,Nous sommes désolés pour votre incompréhension sur votre facture. Nous sommes à votre disposition pour vous aider à résoudre ce problème. Veuillez nous contacter par DM avec les détails de votre contestation. Nous vous répondrons dans les plus brefs délais.
Bonjpirvje ne recois plus mes mail sur sbinardfreefr depuis hier Pouvez vous faire le necessaire svp Merci,negatif,0.95,Facturation et Paiement,0.9,1,0.8,0.8824,1908084203209535553,Nous sommes désolés de l'inconvenient que vous rencontrez avec votre facture. Nous sommes à votre disposition pour vous aider à résoudre ce problème. Veuillez nous contacter par DM avec les détails de votre contestation. Nous serons heureux de vous aider.
cest possible davoir internet,neutre,0.5,Fibre optique,0.8,0,0.1,0.4662,1908171478190661763,"Nous sommes ravis de vous entendre sur le sujet de la fibre optique. Nous sommes toujours là pour vous aider. Si vous avez des questions ou des problèmes, n'hésitez pas à nous contacter par téléphone ou courrier."
cest possible de parler à un conseiller par téléphone et ne plus être sans cesse reconduit par une boîte vocale,neutre,0.6,Pannes et Coupures,0.9,1,0.8,0.7659,1908444164599005604,"Nous sommes désolé de l'inconvénient que vous rencontrez. Pour obtenir une aide rapide, veuillez nous contacter par DM avec vos informations. Nous serons heureux de vous aider."
salut les tech je suis en panne depuis 72h 3244 contacter et je n ai aucuns retours bloquer sur etape 2… Je suis en TT Secteur 77nord Vous avez des news,negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1908540438044193243,"Nous sommes désolés pour votre inconvénient. Nous vous invitons à nous contacter par DM pour vous aider à résoudre votre problème. Nous sommes là pour vous aider. (Thème : Pannes et Coupures, Urgence : 2, FAQ : service_client)"
Comment je contacte votre service resiliation par telephone Je tombe que sur lassistance avec le 3244,negatif,0.95,Facturation et Paiement,0.95,1,0.8,0.8991,1909233180063809928,"Nous sommes désolés de l'inconvenient rencontré. Si vous souhaitez contester votre facture, veuillez nous contacter par téléphone ou courrier en précisant l'objet de la contestation, les dates et les montants concernés. Nous vous répondrons dans les plus brefs délais. Nous sommes là pour vous aider."
"Rebonjour, je vais attendre le mot de passe par courrier, mais ceci ne concerne QUE mon compte Free abonné je pense, pas mon compte Free Zimbra mail que je viens juste de modifier suite à votre SMS et qui ne fonctionne toujours pas confirmezmoi ceci svp par retour M",neutre,0.5,Facturation et Paiement,0.95,1,0.8,0.7492,1909270143986696342,"Nous sommes heureux de vous entendre ! Pour contester une facture, veuillez nous contacter via le numéro 3244 ou par courrier. Veuillez préciser l'objet de la contestation, les dates et les montants concernés. Nous serons heureux de vous aider !"
"🗞️ lance aujourd’hui l’offre Freebox Pop S, une offre 100 Internet sans TV parmi les plus avancées du marché avec la Fibre et le WiFi 7 inclus Avec cette nouvelle offre qui conjugue puissance et simplicité pour 24,99€mois, Free devient le 1er opérateur à inclure le WiFi 7 sur une gamme d’offres Fixe aussi large 👇",positif,0.95,Information,0.95,1,0.8,0.8991,1909521879259324463,"Merci pour ton retour, nous sommes ravis de t'entendre ! Si tu as une question ou une suggestion, n'hesite pas à nous contacter. 😊 #service_client"
"Bonjour Celà fait plus de 2 semaines que jai fait une demande pour une box fibre et que je suis bloquée à létape 1 Et quand je vais en boutique et quils me prennent un rdv avec le service client, personne ne me rappelle 3 fois que jy vais Une solution svp",negatif,0.95,Livraison,0.95,1,0.8,0.8991,1909525361672503303,"Nous sommes désolés pour votre inconvénient, nous sommes prêts à vous aider avec votre livraison. Pour une prise en charge rapide, veuillez nous contacter par DM en précisant votre numéro de commande. Nous sommes là pour vous !"
"un soit disant soustraitant de chez vous, installateur de fibre nouvelle génération sur La Rochelle est venu chez moi, afin de me dire que vous récupériez la fibre dans mon quartier, et que nous pouvions passer chez vous sans frais, estce vrai",neutre,0.5,Fibre optique,1.0,1,0.8,0.7659,1909542020793741593,Nous sommes ravis de vous entendre sur le sujet de la fibre optique. Nous sommes à votre disposition pour vous aider. Veuillez contacter notre service client à 3244 pour plus d'informations. Merci de votre patience.
"Jai une delta S, possible de migrer vers cette offre sans frais supplémentaires",positif,0.85,Facturation et Paiement,0.9,1,0.7,0.8159,1909638486958702959,"Merci pour ton retour, nous sommes ravis de t'entendre ! Si tu as une question sur ta facture, n'hésite pas à nous contacter par téléphone ou courrier. N'oublie pas de préciser l'objet de ta contestation, ainsi que les dates et montants concernés. 💬📞"
"Coupure dinternetfibre à lallée des muriers, 84370 Bédarrides",negatif,0.95,Pannes et Coupures,1.0,2,0.95,0.9657,1909674442550084067,"Nous sommes désolés pour votre inconvénient. Si c'est une question de débit Internet ou de panne, nous vous recommandons de contacter notre service client à 3244. Si c'est une question de facture, merci de nous contacter par téléphone ou courrier en précisant l'objet de la contestation, les dates et les montants concernés. Nous sommes là pour vous aider."
Et sinon y’a moyen de réparer les pannes Plus d’internet depuis 16h…,negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1909686003016909035,Nous sommes désolés pour l'inconvénient rencontré. Nous vous invitons à contacter notre service client via le numéro 3244 pour une prise en charge prioritaire. Merci de nous fournir vos informations par DM. Nous sommes là pour vous aider.
"Vous confirmez quavec loffre Freebox Pop S et une ligne mobile associée à ce même compte rend laccès impossible à Oqee TV via ses identifiants mobiles Ou bien, laccès à Oqee TV reste toujours possible via Free Mobile bien que rattaché à une Pop S",negatif,0.95,Livraison,0.9,2,0.95,0.9324,1909711489239495008,Nous sommes désolés pour le problème de livraison que vous rencontrez. Nous vous remercions de nous en informer et nous mettrons tout en oeuvre pour résoudre ce problème le plus rapidement possible. Veuillez nous contacter par DM pour plus d'informations sur votre dossier.
Attendez donc là je résilie mon abonnement Free car je ne vais pas être chez moi les 5 prochains mois et il me facture le moi d’avril alors que j’ai ma demande en mars et que je vais payer 59€ de frais de résiliation je suis étudiant de base pas millionnaire,negatif,0.95,Facturation et Paiement,0.95,2,0.95,0.9491,1909719935435309110,"Nous sommes désolés pour l'inconvenient que vous avez rencontré avec votre facture. Nous sommes prêts à vous aider. Veuillez nous contacter par DM avec les détails de votre contestation (dates, montants). Nous vous répondrons dès que possible. Merci d'avance."
"Bonjour, je suis actuellement abonné à loffre POP depuis des années Je viens de voir que vous avez un nouveau forfait Pop S Jimagine quen tant quabonné POP classique cest impossible de migrer sur cette offre",neutre,0.5,Information,0.9,1,0.8,0.7326,1909874924388245753,"Nous sommes ravis de vous entendre ! Si vous avez des questions ou des informations à partager, n'hésitez pas à nous contacter par téléphone au 3244 ou par courrier. Nous serons heureux de vous aider !"
1 mois que j’ai souscrit chez mais j’ai toujours pas de fibre après 3 interventions c’est tellement pas professionnel aucun rappel aucun retour on laisse les gens comme ça sans nouvelle c’est abusé,negatif,0.95,Pannes et Coupures,0.95,2,0.9,0.9324,1909881260845019286,Nous sommes désolés pour le mal-en-route que vous rencontrez. Nous vous recommandons de nous contacter par le numéro 3244 pour obtenir une assistance rapide. Nous sommes là pour vous aider !
bonjour je suis abonné Freebox révolution Free a sorti une nouvelle offre pop S Je ny ai pas droit via mon espace client Est il possible de me la proposer a titre dérogatoire Pour info je suis client depuis 8 ans Merci,negatif,0.9,Information,0.9,1,0.8,0.8658,1909891364197716254,Nous sommes désolés pour votre inconvénient. Nous vous invitons à contacter notre service client via le numéro 3244 pour discuter de votre problème. Nous serons heureux de vous aider.
Pouvezvous s’il vous plaît m’aider concernant mon problème avec ma connexion j’ai plus internet à cause d’un écrasement de ligne et je suis bloqué sans aucune solution en payant votre offre ultra D’autant plus que je suis en TT et je risque d’avoir un soucis d’ici qql jours,negatif,0.95,Pannes et Coupures,0.95,2,0.9,0.9324,1909975031326597141,Nous sommes désolés pour l'inconvenient que vous rencontrez. Nous vous recommandons de nous contacter via le numéro 3244 pour obtenir de l'aide sur votre Freebox/Mobile. Nous serons heureux de vous aider.
On renvoie à quelle adresse la box,neutre,0.5,Livraison,0.95,0,0.1,0.5161,1910009953982574959,"Nous sommes heureux de vous entendre ! Pour toute question sur votre livraison, n'hésitez pas à nous contacter au 3244. Nous serons ravis de vous aider."
Je vous contacte car J’ai un souci mon suivi de commande est bloqué sur l’étape 4 et cela m’empêche d’appeler le service client merci de bien vouloir me contacter Sa commence à être pénible,negatif,0.95,Livraison,0.95,2,0.9,0.9324,1910571262851588562,"Nous sommes désolés pour votre inconvénient avec la livraison. Nous vous remercions de nous en avoir informé. Pour une prise en charge prioritaire, veuillez nous contacter par DM avec vos informations de compte. Nous sommes là pour vous aider."
"3 jours que je capte rien en centre ville du Havre, sérieux cest quoi ça",negatif,0.95,Pannes et Coupures,0.95,2,0.9,0.9324,1910588207072243994,"Nous sommes désolés pour votre inconvénient. Nous vous proposons de vous aider par le biais de notre service client. Pour cela, veuillez nous contacter au numéro 3244. Nous serons heureux de vous aider."
"Bonjour, comment ça se passe quand le technicien censé raccorder la ligne internet ne vient pas",negatif,0.9,Pannes et Coupures,0.9,2,0.9,0.8991,1910649748316381452,Nous sommes désolés pour le mal-en-route que vous rencontrez. Nous vous encouragons à contacter notre service client en ligne ou par téléphone pour une prise en charge prioritaire. Veuillez nous envoyer un DM avec vos informations pour que nous puissions vous aider le plus rapidement possible.
Eh sinon on peut avoir un conseiller au telephone ou cest limité à la voix robotisée Franchement ça dégoûte un tel service 72h que jai max box et aucune nouvelle de lactivation cest abusé sans déconner,negatif,0.95,Pannes et Coupures,0.9,2,0.9,0.9158,1910666788733415713,Nous sommes désolés pour le problème rencontré. Nous avons pris note de votre message et vous contacterons rapidement pour vous aider. Veuillez nous joindre par DM pour fournir plus de détails sur votre situation. Nous sommes là pour vous aider.
Toujours payant la migration à lultra quand on est client fixemobile depuis toujours,neutre,0.5,Facturation et Paiement,0.9,1,0.8,0.7326,1910667168594665843,"Nous sommes ravis de vous entendre ! Si vous avez des questions ou des contestations sur votre facture, n'hésitez pas à nous contacter par téléphone ou courrier. Nous serons heureux de vous aider."
"je viens d’emménager dans un immeuble neuf, je voudrais installer la fibre avec la nouvelle offre #FreeboxPopS mais le site free indique que c’est pas disponible, alors que chez orange et sfr c’est disponible Comment faire",negatif,0.9,Fibre optique,0.8,1,0.8,0.8325,1910680153560175086,Nous sommes désolés pour votre inconvénient. Nous vous invitons à nous contacter via DM pour analyser votre problème de fibre optique. Nous serons heureux de vous aider.
"c’est quand que vous revenez réparer la fibre chez moi, je peux plus jouer à depuis cinq jours ça me gratte les veines",negatif,0.9,Pannes et Coupures,0.95,1,0.8,0.8824,1910710525261914547,Nous sommes désolés de l'expérience que vous avez vécue. Nous vous invitons à nous contacter via le numéro 3244 pour obtenir de l'aide en matière de panne ou coupure. Nous serons heureux de vous aider.
venez dm jai 23 trucs a vous dire c urgent,neutre,0.5,Information,0.8,1,0.7,0.666,1910766130509083083,"Nous sommes ravis de vous entendre ! Pour toute information concernant votre abonnement, n'hésitez pas à nous contacter au 3244. Nous serons heureux de vous aider."
Bonjour cela fait plus d’un mois que j’essaie de renvoyer votre matériel en relais colis J’ai appelé 4 fois le service client et toujours pas de solution sauf payer un recommandé à la Poste Je pense que reef aurait réussi à me générer un nouveau QR code 🙃😭,negatif,0.95,Pannes et Coupures,0.95,2,0.9,0.9324,1911090558006599743,Nous sommes désolés de l'expérience que vous avez vécue. Nous sommes prêts à vous aider. Veuillez nous contacter par DM avec vos informations pour une prise en charge prioritaire.
pitié ça fait 3 semaines j’ai pas de wifi,negatif,0.95,Pannes et Coupures,0.9,1,0.8,0.8824,1911100032558006457,"Nous sommes désolés pour ce problème. Nous vous recommandons de nous contacter par DM pour vous aider plus efficacement. Merci de patienter. (Thème : Pannes et Coupures, Urgence : 1)"
3 semaines que toutes les 10 min ma freebox redémarre et bloque a l’étape 3 Toujours aucun changement malgré mes appels Insupportable 😓 Bon bah je vais me faire un plaisir de changer d’opérateur,negatif,0.95,Pannes et Coupures,0.95,2,0.9,0.9324,1911348970023969195,Nous sommes désolés pour votre inconvenient. Nous vous recommandons de contacter notre service client à 3244 pour une prise en charge prioritaire de votre problème. Merci de nous faire parvenir plus de détails via DM. Nous sommes là pour vous aider.
Actuellement bloquer sur étape2 aussi même après plusieurs redémarrage Faite quelque chose,negatif,0.95,Pannes et Coupures,0.9,2,0.95,0.9324,1911495353339195412,Nous sommes désolés de l'expérience que vous avez vécue. Nous vous recommandons de nous contacter par le numéro 3244 pour obtenir de l'aide en matière de panne ou de coupure. Nous serons heureux de vous aider.
on peut discuter de vos offres,neutre,0.6,Information,0.8,0,0.1,0.4995,1911789022956990508,"Nous sommes heureux de vous entendre ! Pour toute information concernant votre abonnement, vous pouvez nous contacter au 3244. N'hésitez pas à nous appeler pour toute question ou problème. Merci d'avoir contacté Free."
Bonjour y a t’il un problème avec les box,neutre,0.5,Pannes et Coupures,0.9,1,0.7,0.6993,1912394804530499793,"Nous sommes désolé de l'inconvenient rencontré. Si c'est une question de débit ou de coupe de service, nous recommandons de vérifier les câbles et les connecteurs. Si le problème persiste, merci de nous contacter par DM pour plus d'informations. Pour tout autre problème, n'hésitez pas à nous contacter au 3244. Nous sommes là pour vous aider."
"Bonjour Je n’ai plus la fibre depuis 3 mois, peut être la réparé le 2504, le problème aujourd’hui c’est que le seul point d’accès à internet que j’avais était la 4G5G, sauf que ce matin l’antenne à côté de chez moi est tombé en panne",negatif,0.95,Fibre optique,0.95,2,0.9,0.9324,1912472655317344748,"Nous sommes désolés pour votre inconvénient avec votre service de fibre optique. Nous vous remercions de nous en avoir informé. Pour trouver une solution, nous vous recommandons de contacter notre service clientèle en fournissant les détails de votre dossier. Merci de nous joindre au 3244. Nous sommes là pour vous aider."
Ma freebox et ma ligne portable free sont HS y’a un problème,negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1912640497073508682,Nous sommes désolés pour l'inconvenient que vous rencontrez. Nous vous proposons de vous aider par le biais de notre service client. Veuillez nous contacter à 3244 pour obtenir une assistance rapide. Nous sommes là pour vous aider.
"Depuis lundi j’ai pas internet sur ma box, merci de faire le nécessaire JE TRAVAILLE",negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1912640753727132161,Nous sommes désolés pour votre inconvénient. Nous vous invitons à nous contacter via le numéro 3244 pour obtenir de l'aide sur vos problèmes de débit. Nous serons heureux de vous aider.
"Je crois c’est la guerre là carrément toute ma co 5g,wifi s’est arrêtée d’un coup faite quelque chose svp 😅",negatif,0.95,Pannes et Coupures,0.95,2,0.9,0.9324,1912655378908688752,Nous sommes désolés pour l'inconvenient que vous rencontrez. Nous vous invitons à contacter notre service clientèle en fournissant vos informations via un message privé pour une prise en charge prioritaire. Merci de votre patience. 3244.
C’est normal j’ai plus eu de wifi ni de réseau mobile ni de reseau tout court pendant 6 mn la,neutre,0.8,Pannes et Coupures,0.95,1,0.8,0.8492,1912658367480283250,"Nous sommes désolé de l'inconvenient rencontré. Pour obtenir une aide rapide, veuillez nous contacter par DM avec vos informations. Nous vous remercions de nous avoir contacté."
"pourquoi estce que je nai plus aucun réseau depuis hier 18h Je paye 30€ par mois, cest une blague",negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1912772062172553252,Nous sommes désolés pour les problèmes rencontrés. Nous vous invitons à nous contacter par DM pour vous aider à résoudre ce problème. Nous sommes là pour vous aider.
"Avant larrivée des techniciens free gt javais internet Après larrivée des techniciens free gt jai plus internet Les techniciens était top mais jai plus internet, génial ma première journée chez 😎",negatif,0.95,Pannes et Coupures,0.95,1,0.8,0.8991,1912830280747876428,"Nous sommes désolés de l'inconvenient rencontré. Pour résoudre votre problème, veuillez nous joindre par DM avec vos informations et nous nous occuperons de votre demande d'urgence. Merci de votre patience."
"cela fait plus de 4 jours que je n’ai plus internet, aucune reponse de l’assistance impossible de joindre un conseiller Comment faire",negatif,0.95,Pannes et Coupures,0.95,2,0.9,0.9324,1913974251557634465,Nous sommes désolé de l'inconvénient rencontré. Nous vous invitons à contacter notre service clientèle via le numéro 3244 pour une prise en charge prioritaire de votre problème. Merci de nous fournir vos informations par DM. Nous sommes là pour vous aider.
Des infos Votre fibre est totalement down,negatif,0.95,Fibre optique,1.0,2,0.95,0.9657,1915097447266668932,Nous sommes désolé de l'expérience que vous avez vécue avec votre connexion fibre optique. Nous allons vérifier votre ligne pour vous aider à résoudre ce problème. Veuillez nous contacter par DM pour fournir plus de détails sur votre situation. Nous sommes là pour vous aider.
#zimbra #free un soucis de messagerie,neutre,0.5,autre,0.8,1,0.7,0.666,1915099532926349704,"Nous sommes ravis de vous entendre ! Si vous avez une question ou un problème à aborder, n'hésitez pas à nous contacter par DM. Nous serons heureux de vous aider."
"Bonjour cest normal que je viens de payer mon abonnement Netflix à linstant en plus de mon offre #Netflix incluse dans mon abonnement BOX #Free Quand je vais sur votre site pour vérifier, il y a une erreur",neutre,0.5,Facturation et Paiement,0.95,1,0.7,0.7159,1916075004074115097,"Nous sommes ravis de vous entendre ! Pour contester votre facture, contactez notre service clientèle en appelant au 3244 ou en écrivant un courrier. Veuillez préciser l'objet de votre contestation, les dates et les montants concernés. Nous serons heureux de vous aider !"
Chère équipe c est possible de passer en DM suite à email indiquant que je n ai pas restitué le matériel suite à résiliation alors même que j ai le dépôt de preuve de l envoi Merci d avance,negatif,0.95,Facturation et Paiement,0.95,1,0.8,0.8991,1916199592409928131,"Nous sommes désolé de l'inconvenient rencontré avec votre facture. Nous sommes prêts à vous aider. Veuillez nous contacter par DM pour discuter de l'objet de votre contestation, dates et montants. Nous vous répondrons dès que possible."
"Bonsoir free, un problème dans le sud ouest ce soir Ni fibre ni 5g sur ascainhendaye ce soir",negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1916215857920778705,Nous sommes désolés pour votre inconvénient. Nous vous recommandons de contacter notre assistance technique en envoyant un DM avec votre numéro de ligne. Nous vous y rejointrons rapidement.
Bravo je suis déçu après tant d’années chez vous Votre technicien « Premium » soidisant me demande d’acheter un cpl pour avoir une connexion tv fiable alors que j’ai la fibre J’ai pris la nouvelle box et je regrette déjà Je vais partir chez un concurrent malheureusement,negatif,0.95,Pannes et Coupures,0.9,1,0.8,0.8824,1916505335193370887,"Nous sommes désolés pour votre inconvénient. Nous vous invitons à nous contacter par DM pour analyser votre problème de pannes et coupures. Nous serons heureux de vous aider. (Thème : Pannes et Coupures, Urgence : 1)"
Euuuuuh pourquoi j’ai plus du tout internet depuis hier soir,negatif,0.95,Pannes et Coupures,0.9,1,0.8,0.8824,1916752196546240600,Nous sommes désolés pour les difficultés rencontrées. Nous vous invitons à nous contacter par DM pour analyser votre cas et trouver une solution rapide. Vous pouvez nous joindre au numéro 3244. Nous sommes là pour vous aider.
"⸻ Bonjour Client Free, ma prise fibre PTO n’est toujours pas raccordée malgré mes relances J’aimerais éviter de changer d’opérateur Merci de m’apporter une solution rapide #Freebox #Fibre",negatif,0.95,Fibre optique,0.95,2,0.95,0.9491,1916775210079973705,Nous sommes désolés de l'expérience que vous avez vécue avec notre service de fibre optique. Nous vous proposons de vous contacter par DM pour vous aider à résoudre ce problème. Veuillez nous donner vos coordonnées pour que nous puissions vous contacter le plus rapidement possible. Nous sommes là pour vous aider.
"Bonjour, j’ai souscrit à une Freebox par démarchage à domicile On ne m’a pas précisé que Netflix et Disney sont avec publicité Je souhaite exercer mon droit de rétractation immédiatement Merci de m’indiquer la procédure urgente",negatif,0.95,Facturation et Paiement,0.95,1,0.8,0.8991,1916926696172761285,Nous sommes désolés pour votre incompréhension concernant votre facture. Nous vous invitons à nous contacter par téléphone ou courrier pour discuter de l'objet de votre contestation. Nous serons heureux de vous aider.
on a un problème de box tv depuis hier soir Les redémarragesdébranchages ne changent rien Service mobile et fibre sont ok Vous pouvez maider,negatif,0.95,Pannes et Coupures,0.95,1,0.8,0.8991,1917141651073417564,Nous sommes désolés pour les difficultés rencontrées. Nous vous recommandons de nous contacter par DM pour analyser votre dossier. Nous sommes là pour vous aider.
"Hello jai envoyé un message mercredi dernier sur le Messenger et toujours pas de réponses, cest normal un délai pareil",negatif,0.95,processus_sav,0.95,1,0.8,0.8991,1917191282113282385,"Nous sommes désolés de l'inconvenient que vous rencontrez. Nous vous invitons à nous contacter par DM pour vous aider à contester votre facture. Merci de préciser l'objet de la contestation, les dates et les montants concernés. Nous vous répondrons dans les plus brefs délais."
"c est un enfer impossible de vous joindre sur le nvel ID fbx et sur l ancien on vous a transferé, on ne vous repond pas Le code a 4 chiffres est refusé Que faiton à part tourner en rond",negatif,0.95,Pannes et Coupures,0.95,2,0.9,0.9324,1917214038968197489,Nous sommes désolés de l'inconvenient que vous rencontrez. Nous vous recommandons de contacter notre service clientèle en appellant au numéro 3244 pour obtenir une aide rapide. Nous sommes là pour vous aider.
"Bon cela fait 1 moi que je suis dans mon appartement et que j’attend un rendezvous pour ma fibre , soit disant pas de place j’aimerai que vous vous dépêcher là",negatif,0.9,Livraison,0.9,1,0.8,0.8658,1917246995171082344,Nous sommes désolés pour les problèmes rencontrés avec votre livraison. Nous vous invitons à nous contacter par DM pour vous aider à trouver une solution rapide. Nous sommes là pour vous !
"Bonjour Free, mail bloqué car compromis et impossible de la debloquer si je ne suis pas pres de ma Freebox Or je suis actuellement à l’etranger et dans l’impossibilité de me connecter a ma box et besoin d’utiliser mon mail d’urgence Merci",negatif,0.95,Facturation et Paiement,0.95,2,0.95,0.9491,1917529605491024290,"Nous sommes désolés de l'inconvenient que vous rencontrez avec votre facture. Nous sommes prêts à vous aider. Veuillez nous contacter par DM pour discuter de l'objet de votre contestation, dates et montants concernés. Nous vous répondrons dès que possible."
Est ce que je suis le seul à ne pas avoir de Wifi avec FREE chez moi,negatif,0.95,Pannes et Coupures,0.95,1,0.8,0.8991,1917645262752764025,"Nous sommes désolés pour l'inconvenient que vous avez rencontré. Pour obtenir une assistance rapide, veuillez nous contacter par DM avec vos informations. Nous serons heureux de vous aider."
"bonjour pourquoi jai un rdv le 9 mai alors que ma box marche en dilettante depuis une semaine pour moins dun mois dutilisation Bon là cest HS complet Je fais comment moi Télétravail, divertissement le soir pour me remettre du télétravail hein Je suis dégouté",negatif,0.95,Pannes et Coupures,0.95,1,0.8,0.8991,1917689677026337189,"Nous sommes désolés pour votre inconvénient. Nous vous recommandons de nous contacter par DM pour vous aider à résoudre votre problème de panne. Nous sommes là pour vous aider ! (Thème : Pannes et Coupures, Urgence : 1, FAQ : 3244)"
J’ai pas la wifi depuis hier,negatif,0.95,Pannes et Coupures,0.9,1,0.7,0.8491,1917868523864412280,Nous sommes désolés de l'expérience que vous avez vécue. Nous vous encouragons à nous contacter par DM pour vous aider à résoudre ce problème. Nous sommes disponibles du lundi au vendredi de 8h à 22h. Vous pouvez nous joindre au 3244.
"je suis bloqué à l’étape 2 depuis ce matin Évidemment faut que ça arrive le 1er mai Malgré ce message explicite, personne pour prendre en charge le problème Quelqu’un aurait une solution peutêtre",negatif,0.95,processus_sav,0.95,2,0.95,0.9491,1917891521216467117,Nous sommes désolés de l'inconvenient rencontré. Nous vous invitons à contacter notre service client via le numéro 3244 pour discuter de votre facture. Nous serons heureux de vous aider.
Du coup c’est ouvert ou c’est fermé Parce que toujours bloqué à l’étape 2 hein ca bouge pas,negatif,0.9,Pannes et Coupures,0.9,2,0.9,0.8991,1918196508630958336,"Nous sommes désolés de l'expérience que vous avez vécue. Nous vous proposons de vous aider le plus rapidement possible. Pour cela, merci de nous contacter par DM avec vos informations de compte et le détail de votre problème. Nous vous répondrons le plus rapidement possible."
bjr j’ai pas de connexion depuis une heure il se passe quoi,negatif,0.95,Pannes et Coupures,0.95,1,0.8,0.8991,1918237101184663733,Nous sommes désolé de l'expérience que vous avez vécue. Nous vous proposons de contacter notre service client pour vous aider à résoudre votre problème. Veuillez nous envoyer un DM avec vos informations pour que nous puissions vous aider le plus rapidement possible.
