index,id,screen_name,categorie,issues,extrait
4564,1859879742016520554,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Ladyeleanne La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de bes..."
4565,1859879879723901238,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@jujubilel La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoi..."
4566,1859880322353037508,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@JackmessCrYpto La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de ..."
4567,1859880764386447377,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@mvto_vyu La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin..."
4569,1859881228041605598,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Mehdiyeah La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoi..."
4570,1859881552496259283,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@JVTatsuyaGaming La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de..."
4571,1859883437697454380,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Riot_Boyzzz La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de bes..."
4572,1859883693004698068,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@mannschaft944 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de b..."
4573,1859884122832785523,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Y0UNGNICKI La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de beso..."
4574,1859885233375429096,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@BebzTV La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin, ..."
4575,1859886013218267506,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Elisaperei46275 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de..."
4576,1859886118499418464,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@hatsonia1 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoi..."
4577,1859886344224264595,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@IM43__ La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin, ..."
4578,1859886539171385675,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Maya_RSJ La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin..."
4580,1859888731320185059,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Delattre74Lolo La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de ..."
4581,1859889094370754989,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@AlexandreNamz La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de b..."
4582,1859889532235108676,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@MarieChristMasH La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de..."
4583,1859889653219835975,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@MMadjes La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin,..."
4584,1859890527077806472,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@ByMaxTalk La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoi..."
4585,1859890599039496331,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@HawaDram9 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoi..."
4586,1859890971846050024,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@NAJJARIM La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin..."
4587,1859891536781074688,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@phertzog La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin..."
4588,1859891686714827242,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@vainvain58 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de beso..."
4589,1859891880634335564,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@kay_xvr_ La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin..."
4590,1859892326060933352,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Emre_wsh La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin..."
4591,1859892855168274816,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@BasstosAdrien La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de b..."
4592,1859894776117490067,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@HLebontuillot La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de b..."
4593,1859895754938081630,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@xZiqouille La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de beso..."
4594,1859896022752780695,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@ranPomm La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin,..."
4595,1859896124452049283,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@loismarcin La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de beso..."
4611,1860069844055740817,istobe1,Spam/Promotion,Spam ou promotion non pertinente,"C'est nouveau ça, lorsqu'on essaye de passer les pubs sur Free lors d'un visionnage  en différé : ""À..."
4641,1861030845714247696,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Gabydebur Bonjour,\n\nLa messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\n..."
4642,1861031055353942219,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@JustImTya Bonjour,\n\nLa messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\n..."
4646,1861044285287637125,Freebox,Message automatique Freebox,Réponse automatique répétitive,@RegniezTony Désolée pour notre temps de réponse 🙏\n\nLa messagerie X n’est plus disponible aussi po...
4647,1861046957457732005,Freebox,Message automatique Freebox,Réponse automatique répétitive,@Hirowh_ Désolée pour notre temps de réponse 🙏\n\nLa messagerie X n’est plus disponible aussi pour f...
4648,1861048634176909476,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@GrumP_InDaFace Bonjour,\n\nLa messagerie privée X n’est plus disponible, et nous en sommes désolés...."
4649,1861051207889940753,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Jager_LvL Bonjour,\n\nLa messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\n..."
4650,1861054654861197356,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@kisskoul Bonjour,\n\nLa messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nR..."
4651,1861055472482001129,Freebox,Message automatique Freebox,Réponse automatique répétitive,@r0uf0u Désolée pour notre temps de réponse 🙏\n\nLa messagerie X n’est plus disponible aussi pour fa...
4653,1861056397481279884,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@LeveThomas Bonjour,\n\nLa messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\..."
4654,1861056505908253132,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@VBPix84 Bonjour,\n\nLa messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRe..."
4655,1861057734335987856,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@JTLCD59 Bonjour,\n\nLa messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRe..."
4656,1861058656847941760,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@kronnikeTV Bonjour,\n\nLa messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\..."
4657,1861059898219348075,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@BruceWayne055 Bonjour,\n\nLa messagerie privée X n’est plus disponible, et nous en sommes désolés. ..."
4658,1861060327233712348,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Heuss_Ketama Bonjour,\n\nLa messagerie privée X n’est plus disponible, et nous en sommes désolés. \..."
4659,1861064180599521482,Freebox,Message automatique Freebox,Réponse automatique répétitive,@Emre_wsh Désolée pour notre temps de réponse 🙏\n\nLa messagerie X n’est plus disponible aussi pour ...
4660,1861064390612603057,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@ricou44330 Bonjour,\n\nLa messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\..."
4661,1861064675716182290,Freebox,Message automatique Freebox,Réponse automatique répétitive,@manavaeva Désolée pour notre temps de réponse 🙏\n\nLa messagerie X n’est plus disponible aussi pour...
4662,1861066053314388222,Freebox,Message automatique Freebox,Réponse automatique répétitive,@S_H_Y_6913 Désolée pour notre temps de réponse 🙏\n\nLa messagerie X n’est plus disponible aussi pou...
4663,1861066916237853040,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@AmiineHamrawa Bonjour,\n\nLa messagerie privée X n’est plus disponible, et nous en sommes désolés. ..."
4665,1861081595655921932,Freebox,Message automatique Freebox,Réponse automatique répétitive,@bigspaces Désolée pour notre temps de réponse 🙏\n\nLa messagerie X n’est plus disponible aussi pour...
4667,1861082726981378396,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@NoLpeYu Bonjour,\n\nLa messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRe..."
4669,1861083857564377309,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@RigolTv Bonjour,\n\nLa messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRe..."
4670,1861083978297417938,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@serwalfang Bonjour,\n\nLa messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\..."
4671,1861084337413726379,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@YoannGillet30 Bonjour,\n\nLa messagerie privée X n’est plus disponible, et nous en sommes désolés. ..."
4672,1861085721227862089,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@lemykillmistrss Bonjour,\n\nLa messagerie privée X n’est plus disponible, et nous en sommes désolés..."
4673,1861085932436234750,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@un_cauchxmar Bonjour,\n\nLa messagerie privée X n’est plus disponible, et nous en sommes désolés. \..."
4675,1861086994874392982,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@nowayfdb4life Bonjour,\n\nLa messagerie privée X n’est plus disponible, et nous en sommes désolés. ..."
4676,1861087785848848810,Freebox,Message automatique Freebox,Réponse automatique répétitive,@Tifosi62 Désolée pour notre temps de réponse 🙏\n\nLa messagerie X n’est plus disponible aussi pour ...
4677,1861088041722368325,Freebox,Message automatique Freebox,Réponse automatique répétitive,@RuffySann85 Désolée pour notre temps de réponse 🙏\n\nLa messagerie X n’est plus disponible aussi po...
4678,1861091898296877558,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@TheProdigy_ALX6 Bonjour,\n\nLa messagerie privée X n’est plus disponible, et nous en sommes désolés..."
4692,1861348647671095393,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@9Denzell La messagerie privée X n’est plus disponible, et nous en sommes désolés 9Denzell. \n\nRetr..."
4693,1861350718529061332,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Verdicts1 La messagerie privée X n’est plus disponible, et nous en sommes désolés Verdicts1. \n\nRe..."
4694,1861351040987124010,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@MargotWarrior La messagerie privée X n’est plus disponible, et nous en sommes désolés MargotWarrior..."
4697,1861380102459629751,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@math_cheminais La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de ..."
4698,1861380312111927330,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@manin_samuel La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de be..."
4699,1861380845891706965,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@RemyTwitt83 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de bes..."
4701,1861381337191456788,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@DeepDarck_Arrow La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nSi c'e..."
4702,1861381390283002283,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Poooroooo La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoi..."
4703,1861381471329542493,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Kro07543978 La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nSi c'est t..."
4704,1861381863127789689,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@KyaeTTV La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nSi c'est toujo..."
4705,1861382055453405461,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@KitKatCaramiel La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de ..."
4706,1861382174924030439,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Drk_iF La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nSi c'est toujou..."
4707,1861382545029353570,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@istobe1 La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez-moi ..."
4708,1861382928057422310,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@broutteaux La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de beso..."
4709,1861383672282140767,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@clippydaclip La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de be..."
4710,1861383811637895582,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Chop19211 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoi..."
4711,1861383981721133121,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Fionaadlg La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoi..."
4712,1861384039531168202,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@kevintsigbe La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nSi c'est t..."
4713,1861384041921925410,Freebox,Message automatique Freebox,Réponse automatique répétitive,@Fionaadlg La messagerie X n’est plus disponible. Aussi je vous propose de nous contacter via Messen...
4714,1861384374345683210,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@alexbrucato La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nSi c'est t..."
4715,1861384453634846974,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@ohayoCSGO La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoi..."
4716,1861385016497865096,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@christophe_PTS La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de ..."
4717,1861385197339517182,Freebox,Message automatique Freebox,Réponse automatique répétitive,@Cikfilasc7 La messagerie X n’est plus disponible. Aussi je vous propose de nous contacter via Messe...
4718,1861385374515294333,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@balancetonehpad La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de..."
4719,1861385413711020057,Freebox,Message automatique Freebox,Réponse automatique répétitive,@k_nji750 La messagerie X n’est plus disponible. Aussi je vous propose de nous contacter via Messeng...
4720,1861385757950107963,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@ina_gzii La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin..."
4721,1861386611763671086,Freebox,Message automatique Freebox,Réponse automatique répétitive,@MeloQLF La messagerie X n’est plus disponible. Aussi je vous propose de nous contacter via Messenge...
4722,1861386818601558077,Freebox,Message automatique Freebox,Réponse automatique répétitive,@prototype2222 La messagerie X n’est plus disponible. Aussi je vous propose de nous contacter via Me...
4723,1861387427497013267,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@HapyNho La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin,..."
4724,1861387539753398381,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@louixdks1 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoi..."
4725,1861387590617690508,Freebox,Message automatique Freebox,Réponse automatique répétitive,@herv964 La messagerie X n’est plus disponible. Aussi je vous propose de nous contacter via Messenge...
4726,1861387798952980745,Freebox,Message automatique Freebox,Réponse automatique répétitive,@ZakariaBekhtao4 La messagerie X n’est plus disponible. Aussi je vous propose de nous contacter via ...
4727,1861387977034813688,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@iwagakure__ La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de bes..."
4728,1861387988627800198,Freebox,Message automatique Freebox,Réponse automatique répétitive,@BennyLhermite La messagerie X n’est plus disponible. Aussi je vous propose de nous contacter via Me...
4730,1861388172040519945,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@kilian_dubot La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de be..."
4731,1861388234627936631,Freebox,Message automatique Freebox,Réponse automatique répétitive,@basher1822 La messagerie X n’est plus disponible. Aussi je vous propose de nous contacter via Messe...
4732,1861388289447535056,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Tiimera_ La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin..."
4733,1861388462529696077,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@alessio_alpha La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de b..."
4734,1861388778838905248,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@gargouilleland La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de ..."
4735,1861389120318152816,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@BanDy_CoD La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoi..."
4736,1861389233002348832,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@GeekFamilyCorp La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de ..."
4737,1861389370407665724,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Aarkagil La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin..."
4738,1861390044595921351,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@GeekFamilyCorp La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de ..."
4740,1861390506413940957,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Mohamed46435314 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de..."
4741,1861390851366097190,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@olivier_bro La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de bes..."
4742,1861391245441892391,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@epo84 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin, j..."
4743,1861391397338689885,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@mathildecmra La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de be..."
4744,1861391745700794596,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@aleksey_tk La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de beso..."
4745,1861391879775907986,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@KasojW La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin, ..."
4746,1861396750113599514,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@ShootNet La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin..."
4748,1861396995551739955,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@KCFreshPrince__ La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de..."
4749,1861397553801027939,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@oceceThePooh La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de be..."
4750,1861397841584800138,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Givrol La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin, ..."
4751,1861398360940237094,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@CoinPrive La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoi..."
4752,1861398697059168279,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@vignolstephane La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de ..."
4753,1861399597354041713,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@sandromichel19 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de ..."
4754,1861400268249702677,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@WaBiiiiZ La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin..."
4755,1861402042654228769,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@ZdlehO La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin, ..."
4756,1861402277455462627,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@FareRMAA La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin..."
4757,1861402477037314322,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@the_atthis La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de beso..."
4758,1861403007616794754,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@stmanfr La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin,..."
4759,1861403498161561793,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Eric_Vanwa La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de beso..."
4760,1861403818459549964,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@qalfinfinity_ La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de b..."
4761,1861404057824268606,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Driwx_ La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin, ..."
4762,1861404247029322202,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@WalterManon La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de bes..."
4763,1861404405695693271,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@OccasionLivres La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de ..."
4764,1861404560058642574,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@ELTURKO2967 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de bes..."
4765,1861405734929355090,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@xordprod La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin..."
4782,1861848791919251807,Mrnlnl11,Spam/Promotion,Spam ou promotion non pertinente,@free C’est quoi cette nouveauté on ne peut plus mettre en pause la télé et quand on reprend passer ...
4813,1862770212128370693,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@NiK44fr La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nSi c'est toujo..."
4830,1863191206911524979,laurent94504368,Spam/Promotion,Spam ou promotion non pertinente,@free Si ça pouvait être un nouveau Player tv afin de ne plus avoir le décalage entre le son et l'im...
4853,1863858605117641203,AloshiMK,Spam/Promotion,Spam ou promotion non pertinente,"@free N'importe quoi, il est où le nouveau player ?"
4854,1863860772142494189,BgNyc31,Spam/Promotion,Spam ou promotion non pertinente,@free Je m attendais vraiment a autre chose 💩
4858,1863873239849590863,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@_PlutoSZN Désolé pour notre temps de réponse 🙏\n\nLa messagerie privée X n’est plus disponible, et ..."
4860,1863874067058614417,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Nawmfell1 Désolé pour notre temps de réponse 🙏\n\nLa messagerie privée X n’est plus disponible, et ..."
4863,1863898015741673665,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@petitelili69 Désolé pour notre temps de réponse 🙏\n\nLa messagerie privée X n’est plus disponible, ..."
4864,1863898199288619240,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@tounsi91111 Désolé pour notre temps de réponse 🙏\n\nLa messagerie privée X n’est plus disponible, e..."
4866,1863911341171376276,To_Lourenco,Spam/Promotion,Spam ou promotion non pertinente,"@GroupeIliad @free Les actuels abonnés, quand à eux, peuvent crever…\nRien de nouveau sous le soleil..."
4867,1863920415610978661,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@PierrickRenoult La messagerie privée X n’est plus disponible, et nous en sommes désolés PierrickRen..."
4868,1863920585878757496,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Lilitweet5 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPour toute d..."
4870,1863923949341442440,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@yasssinesss La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPour toute ..."
4871,1863924633423978968,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@LvP La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPouvez-vous nous re..."
4872,1863926954514137315,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@juliem003 La messagerie privée X n’est plus disponible, et nous en sommes désolés juliem003\n\nRetr..."
4873,1863926979054985525,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@UnVisible_Of La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nVous n'ave..."
4874,1863927109711749331,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Nizardisabelle La messagerie privée X n’est plus disponible, et nous en sommes désolés Nizardisabel..."
4875,1863928840512290942,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@julienthemonkey La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPouvez-..."
4876,1863929848613282014,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@AnnoyedUsager La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPouvez-vo..."
4877,1863932316445229212,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Christ_off_vin La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPouvez-v..."
4878,1863933029577544078,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@httpsday__ La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPouvez-vous ..."
4879,1863933144090431823,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Angela_flr La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nVous n'avez ..."
4880,1863933713412718725,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@GFdj201770157 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPouvez-vo..."
4881,1863933912411431088,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@AmineHafrit La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPouvez-vous..."
4882,1863936006514254183,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@bluestblues13 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPouvez-vo..."
4883,1863936686788358481,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@pauline_loicia La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPouvez-v..."
4884,1863938334822637989,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@sanga_kai La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPouvez-vous n..."
4885,1863940588590055811,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Noumiyo_ La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPouvez-vous no..."
4887,1863962962999873968,4xanaa_,Spam/Promotion,Spam ou promotion non pertinente,@Freebox Bonsoir j’ai des questions sur ma souscription freebox et vous n’êtes joignable sur aucun s...
4938,1864598762712121840,Freebox,Message automatique Freebox,Réponse automatique répétitive,@BetweenTimein La messagerie X n’est plus disponible. Mais je vous propose de nous contacter via Mes...
